coherent,condition,consistent,correct,depth,diverse,engaging,error recovery,file,flexible,fluent,informative,inquisitive,interesting,likeable,overall_high,overall_low,relevant,semantically appropriate,specific,understand,understandable
10.248981793721516,LLMAsPlayer/Baseline,10.251656770706177,10.244551658630371,10.248737812042236,10.262061278025309,-0.015156269073486328,10.241754213968914,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,-0.007971763610839844,0.005025227864583037,-0.0003251234690351268,0.0035734176635742188,-0.007499217987059659,-0.009048779805501006,10.249191254377365,-0.007220522562662523,10.248173713684082,0.0032014846801757812,0.005805174509683653,10.247612794240316,0.007019996643066406
10.634276707967123,LLMAsPlayer/Baseline,10.638162851333618,10.636750539143879,10.639108419418335,10.65772533416748,-0.023214340209960938,10.629227002461752,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.0018448829650878906,0.011409521102905273,-0.001786788304647402,0.0017027854919433594,-0.011051019032795928,-0.019079208374024326,10.638087312380472,-0.010697333017985144,10.633128960927326,0.010460615158081055,0.002788702646890684,10.636318683624268,0.00927877426147461
10.481940269470215,LLMAsPlayer/Baseline,10.483535051345825,10.48269271850586,10.486568689346313,10.497139930725098,-0.01662794748941998,10.476006189982096,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.004932403564453125,0.0009930133819580078,0.002948602040608428,0.0055391788482666016,-0.005510330200194424,-0.009587764739991123,10.484970688819885,-0.00622385342915841,10.486250082651773,0.008741140365600586,0.009349346160888672,10.485632578531902,0.0007245540618896484
8.918315172195435,LLMAsPlayer/Baseline,8.928266286849976,8.917521953582764,8.920063853263855,8.938568592071533,-0.032883644104003906,8.90670665105184,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.018789052963256836,0.015119552612305132,-0.005334893862406265,-0.015891671180725098,-0.018881797790527788,-0.02169696489969919,8.920913224418959,-0.021628626187642563,8.919394969940186,0.016115427017211914,-0.001773834228516069,8.918468316396078,0.014756202697753906
10.418167273203531,LLMAsPlayer/Baseline,10.430752277374268,10.41935682296753,10.428450584411621,10.443652311960857,-0.018662611643473603,10.410815556844076,CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,-0.00764918327331543,0.003429571787516572,-0.004770755767822266,-0.004787445068359375,-0.0106817881266279,-0.019298553466796875,10.424389362335205,-0.012215916315714637,10.422952969868977,0.010422706604003906,0.0026529630025233786,10.420967102050781,0.0041953325271606445
11.540516535441082,LLMAsPlayer/Baseline,11.548083543777466,11.543742656707764,11.54632830619812,11.562566757202148,-0.021794160207112334,11.537561416625977,CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,-0.005280971527099609,0.004954258600871064,0.009102423985798858,0.004469633102416992,-0.009826819101968809,-0.01814476648966501,11.545231183369955,-0.010115416844685754,11.53824742635091,0.009587526321411133,0.0012633005777997752,11.54480282465617,0.006961226463317871
9.792052268981934,LLMAsPlayer/Baseline,9.795783519744873,9.790693759918213,9.787892818450928,9.805437405904135,-0.005693753560384707,9.787474950154621,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,-0.008031606674194336,0.008622090021769502,-0.0005141099294032614,-0.005467414855957031,-0.004968484242757754,-0.005867799123128847,9.791334867477417,-0.006005811691284535,9.784599145253498,0.006093740463256836,0.005005995432536103,9.786745071411133,0.005710244178771973
9.330682436625164,LLMAsPlayer/Baseline,9.342883110046387,9.33017937342326,9.33817434310913,9.358843485514324,-0.01772864659627338,9.319772243499756,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.0031185150146484375,0.007340590159098603,0.0019440650939941406,-0.005571842193603516,-0.01201216379801373,-0.01507774988810251,9.335947473843893,-0.010701783498128314,9.33388646443685,0.014600753784179688,0.0011188189188633402,9.333158334096273,0.008947610855102539
9.504117329915363,LLMAsPlayer/Baseline,9.511656045913696,9.503693103790283,9.505441188812256,9.522429466247559,-0.015667120615641572,9.494619528452557,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.006981849670410156,0.0078086058298749705,-0.000328381856282256,-0.004767894744873047,-0.010173797607422763,-0.010009765625,9.506239861249924,-0.009520085652669508,9.502495288848877,0.013430356979370117,0.004577954610189394,9.505466938018799,0.0064389705657958984
8.938156445821127,LLMAsPlayer/Baseline,8.942664861679077,8.94044017791748,8.940680980682373,8.955013434092203,-0.019392649332682588,8.932168642679851,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.010659933090209961,0.013439496358235381,-0.0027437210083007812,-0.008162736892700195,-0.010743935902914004,-0.013782342274983428,8.94079280893008,-0.012548319498698035,8.938351790110271,0.015571117401123047,0.004676818847655362,8.938866138458252,0.01014554500579834
