coherent,condition,consistent,correct,depth,diverse,engaging,error recovery,file,flexible,fluent,informative,inquisitive,interesting,likeable,overall_high,overall_low,relevant,semantically appropriate,specific,understand,understandable
9.307114601135254,ScriptsFED/Baseline,9.320338726043701,9.305414835611979,9.317795753479004,9.33671792348226,-0.029408137003581913,9.302878697713217,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,-0.01905059814453125,0.015391508738199278,-0.0010693868001308005,-0.019971370697021484,-0.015368143717447325,-0.02423731486002545,9.312076151371002,-0.021607112884521485,9.306299845377604,0.013819217681884766,-0.006148974100748106,9.300048828125,0.011761903762817383
9.103065808614096,ScriptsFED/Baseline,9.115445137023926,9.105882326761881,9.111752033233643,9.12888209025065,-0.026433944702148438,9.101864496866861,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.02867746353149414,0.021657466888427734,-0.0029632250467930277,-0.02251720428466797,-0.015366554260253906,-0.022366205851238163,9.108563840389252,-0.023072274525960522,9.103185971577963,0.016746044158935547,-0.004489898681640625,9.098432858784994,0.011547565460205078
8.965648969014486,ScriptsFED/Baseline,8.979660987854004,8.969072341918945,8.977331638336182,8.995620091756185,-0.030616442362466856,8.962912877400717,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.02057647705078125,0.023611227671304746,-0.011357943216959043,-0.02370452880859375,-0.01963106791178504,-0.022971789042154356,8.972336828708649,-0.02350006103515625,8.968568166097006,0.019464969635009766,-0.004951794942220644,8.959879557291666,0.016037464141845703
8.984246571858725,ScriptsFED/Baseline,9.002474308013916,8.985505739847818,8.993645668029785,9.013541221618652,-0.02682018280029297,8.983309110005697,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.021669864654541016,0.02079280217488666,-0.006125768025716738,-0.026866912841796875,-0.013820330301921757,-0.024984041849771543,8.99031255642573,-0.022832266489664833,8.984790484110514,0.017066478729248047,-0.0031213760375976562,8.974987347920736,0.01372838020324707
9.510355949401855,ScriptsFED/Baseline,9.518646240234375,9.510136286417643,9.52180004119873,9.534852345784506,-0.025257746378581913,9.502718289693197,CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,-0.013094425201416016,0.026888529459634825,-0.00964498519897461,-0.025264739990234375,-0.01243050893147668,-0.02009995778401752,9.514509280522665,-0.0192294756571453,9.511808713277182,0.02021503448486328,-0.0018059412638358197,9.505756378173828,0.017452239990234375
9.569894472757975,ScriptsFED/Baseline,9.579998970031738,9.568526903788248,9.57970380783081,9.599690437316895,-0.02906163533528705,9.56561024983724,CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,-0.023484230041503906,0.019004185994466738,-0.004695574442544981,-0.023284912109375,-0.013851801554363163,-0.02309830983479877,9.57429458697637,-0.022556177775065578,9.567432403564453,0.01715373992919922,-0.003986358642578125,9.563499450683594,0.01573944091796875
9.773072878519693,ScriptsFED/Baseline,9.785508155822754,9.771512031555176,9.782428741455078,9.800211270650228,-0.02095794677734375,9.768950462341309,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,-0.015071392059326172,0.015968799591064453,-0.003602186838785215,-0.01859569549560547,-0.014217376708984375,-0.02603212992350379,9.777281483014425,-0.01897490819295271,9.768909454345703,0.011232852935791016,-0.003402392069498106,9.767658869425455,0.012676477432250977
9.304168065388998,ScriptsFED/Baseline,9.31718921661377,9.302324295043945,9.314040184020996,9.334129651387533,-0.02804724375406842,9.29784870147705,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.024433612823486328,0.015134970347085996,-0.009667396545410156,-0.030504703521728516,-0.014808972676593868,-0.022787412007648555,9.30864942073822,-0.024116388956705138,9.301737149556478,0.01578664779663086,-0.005331993103027344,9.297758102416992,0.012192726135253906
8.971837679545084,ScriptsFED/Baseline,8.986706256866455,8.970579465230307,8.982125282287598,9.000503857930502,-0.028833707173665957,8.968205769856771,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.020795345306396484,0.02125406265258789,0.00472259521484375,-0.013135910034179688,-0.013432820638021425,-0.023790359497070312,8.976829866568249,-0.019997628529866772,8.971487363179525,0.020003795623779297,-0.0009365081787109375,8.96319325764974,0.015529870986938477
9.27677090962728,ScriptsFED/Baseline,9.294427871704102,9.282269159952799,9.289403915405273,9.307752927144369,-0.02860864003499408,9.277604420979818,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.019539356231689453,0.021984895070394472,-0.007851759592691465,-0.026581764221191406,-0.014864921569824219,-0.0285174051920567,9.285184502601624,-0.023622417449951173,9.278783480326334,0.017636775970458984,-0.00559457143147668,9.274463335673014,0.014101982116699219
