coherent,condition,consistent,correct,depth,diverse,engaging,error recovery,file,flexible,fluent,informative,inquisitive,interesting,likeable,overall_high,overall_low,relevant,semantically appropriate,specific,understand,understandable
10.877907752990723,LLMAsPlayer/Baseline,10.883151292800903,10.874462286631267,10.879470348358154,10.89752213160197,-0.010655085245768525,10.869620323181152,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,0.0007958412170410156,0.00028443336486816406,0.006484429041544004,0.01148223876953125,-0.0076812108357744435,-0.013842264811197325,10.880460411310196,-0.003980096181233605,10.881386121114096,0.011070966720581055,0.005413850148518584,10.880163033803303,0.002476334571838379
10.136908213297527,LLMAsPlayer/Baseline,10.151537656784058,10.137177467346191,10.148088455200195,10.166110674540201,-0.02136866251627545,10.129518667856853,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.004515409469604492,0.00970212618509958,-0.0008395512898768942,-0.005311727523803711,-0.014114538828531309,-0.02026637395222952,10.14344808459282,-0.013115342458088897,10.138511498769123,0.010483503341674805,0.004706223805745147,10.139732042948404,0.00771021842956543
10.300917943318684,LLMAsPlayer/Baseline,10.310072660446167,10.304311434427898,10.308306455612183,10.325705846150717,-0.016826788584391572,10.296581745147705,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.004238605499267578,0.007756948471069336,0.00242368380228708,-0.0003299713134765625,-0.011867046356201172,-0.011364142100016572,10.307525177796682,-0.008925310770670691,10.306034564971924,0.012017488479614258,0.0036837259928379495,10.308270772298178,0.0085676908493042
8.777430057525635,LLMAsPlayer/Baseline,8.779939770698547,8.769848108291626,8.787632942199707,8.806849002838135,-0.03787986437479596,8.756794373194376,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.031772494316101074,0.01081287860870317,-0.005536397298177231,-0.018241047859191895,-0.018551349639892578,-0.031889200210570845,8.777192567785582,-0.02766679128011047,8.772302945454916,0.007692456245422363,-0.012436707814534653,8.766743342081705,0.007294058799743652
10.303310871124268,LLMAsPlayer/Baseline,10.312744617462158,10.296360810597736,10.312488079071045,10.32626485824585,-0.02361917495727539,10.289227962493896,CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,-0.009259462356567383,0.00422485669453998,-0.002313852310180664,-0.012646675109863281,-0.011696815490722656,-0.02151838938395212,10.304353177547455,-0.015748103459676165,10.29941972096761,0.010523557662963867,0.006401856740315459,10.295008500417074,0.002045154571533203
11.672653516133625,LLMAsPlayer/Baseline,11.681564092636108,11.67195987701416,11.678154706954956,11.702986240386963,-0.028899033864338897,11.665314674377441,CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,-0.007454633712768555,0.007635990778604551,4.3471654256777015e-05,-0.0014920234680175781,-0.0101312001546221,-0.023156325022379853,11.676362176736195,-0.014226643244425397,11.666737874348957,0.016450166702270508,-0.001998583475748106,11.671526432037354,0.00855553150177002
8.87703561782837,LLMAsPlayer/Baseline,8.881937980651855,8.874733448028564,8.878132581710815,8.894434769948322,-0.014469146728514737,8.870284398396809,CONVERSATION_RESUME_Alice_Leader_Ranger.txt,-0.0037996768951416016,0.010804096857707002,0.0011780261993408203,-0.009379863739013672,-0.007198651631672881,-0.012151082356769649,8.878166009982428,-0.009399684270222508,8.875956853230795,0.014388799667358398,-0.0005941390991210938,8.872812430063885,0.007420659065246582
9.1281156539917,LLMAsPlayer/Baseline,9.133095502853394,9.128266970316568,9.130285024642944,9.150209903717041,-0.01719935735066702,9.119395097096762,CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,-0.007411956787109375,0.005686759948730469,0.0062177181243896484,-0.005767822265625,-0.010779221852620147,-0.011532147725422881,9.131517926851908,-0.010538101196288886,9.129281044006348,0.013798236846923828,0.0038711229960117777,9.133494218190512,0.0039473772048950195
8.897256692250568,LLMAsPlayer/Baseline,8.903183698654175,8.896074295043945,8.900761365890503,8.919016202290853,-0.014086246490478516,8.887623469034832,CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,-0.0060880184173583984,0.007034858067830108,0.005858580271402403,-0.0008022785186767578,-0.015258789062500888,-0.006659189860026338,8.900507469971975,-0.00857890446980818,8.899391015370686,0.017981290817260742,0.002342065175374053,8.900753021240234,0.00830221176147461
9.510370572408041,LLMAsPlayer/Baseline,9.519186735153198,9.515472730000813,9.514861583709717,9.53079891204834,-0.018306573232014678,9.505575497945149,CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,-0.007868766784667969,0.007794618606567383,-0.006192604700723692,-0.01134634017944336,-0.014040629069010713,-0.013197898864746094,9.51577412088712,-0.012952041625976563,9.514107545216877,0.01571965217590332,0.00290409723917584,9.515819390614828,0.008195996284484863
